antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'party=republican', 'subject=jobs'})",frozenset({'subject=economy'}),0.0309351246243592,0.09386600671734134,0.017500441930351777,0.5657142857142857,6.026828087167071,1.0,0.014596685314559885,2.0864927476903325,0.8607011376073763,0.16309719934102143,0.5207268268212474,0.37607748184019374
"frozenset({'subject=economy', 'label=barely-true'})",frozenset({'subject=jobs'}),0.03871309881562666,0.06346119851511402,0.013434682694007424,0.3470319634703196,5.468411747497488,1.0,0.010977903044933715,1.434279702973357,0.8500391978475058,0.15139442231075695,0.30278592248992037,0.27936556390786177
frozenset({'subject=jobs'}),"frozenset({'subject=economy', 'label=barely-true'})",0.06346119851511402,0.03871309881562666,0.013434682694007424,0.2116991643454039,5.468411747497488,1.0,0.010977903044933715,1.2194416873681626,0.872501539806481,0.15139442231075695,0.17995258784515444,0.27936556390786177
"frozenset({'label=barely-true', 'subject=jobs'})",frozenset({'subject=economy'}),0.0265158211065936,0.09386600671734134,0.013434682694007424,0.5066666666666667,5.397765222849969,1.0,0.010945748451900088,1.8367580944918758,0.8369300316343792,0.1256198347107438,0.45556249187150477,0.32489642184557443
"frozenset({'party=republican', 'subject=economy'})",frozenset({'subject=jobs'}),0.052324553650344705,0.06346119851511402,0.017500441930351777,0.3344594594594595,5.270298501844463,1.0,0.014179863043932518,1.4071852042615545,0.85499463954976,0.17805755395683454,0.2893614877618276,0.3051127380862757
frozenset({'subject=jobs'}),"frozenset({'party=republican', 'subject=economy'})",0.06346119851511402,0.052324553650344705,0.017500441930351777,0.2757660167130919,5.270298501844463,1.0,0.014179863043932518,1.3085210970751011,0.865161619974757,0.17805755395683454,0.23577846605968308,0.3051127380862757
frozenset({'subject=jobs'}),frozenset({'subject=economy'}),0.06346119851511402,0.09386600671734134,0.030581580342937953,0.4818941504178273,5.133851617539829,1.0,0.024624731056827727,1.74893604079825,0.8597769471302291,0.24128312412831243,0.42822380197300997,0.4038472635328308
frozenset({'subject=economy'}),frozenset({'subject=jobs'}),0.09386600671734134,0.06346119851511402,0.030581580342937953,0.3258003766478343,5.133851617539829,1.0,0.024624731056827727,1.3891120211968562,0.8886262711463039,0.24128312412831243,0.28011565320815374,0.4038472635328308
"frozenset({'label=false', 'subject=economy'})",frozenset({'subject=jobs'}),0.04224854162983914,0.06346119851511402,0.0132579105532968,0.3138075313807531,4.94487243738418,1.0,0.01057676746595152,1.364833985090779,0.8329617324966162,0.14340344168260036,0.267310155723088,0.26136059020291136
frozenset({'subject=jobs'}),"frozenset({'label=false', 'subject=economy'})",0.06346119851511402,0.04224854162983914,0.0132579105532968,0.20891364902506965,4.94487243738418,1.0,0.01057676746595152,1.210678780122844,0.8518283629042406,0.14340344168260036,0.174017075034112,0.26136059020291136
"frozenset({'label=false', 'subject=jobs'})",frozenset({'subject=economy'}),0.028990631076542338,0.09386600671734134,0.0132579105532968,0.45731707317073167,4.87202011850627,1.0,0.010536675781926113,1.6697300550377079,0.8184744219916257,0.12096774193548387,0.4011007965132323,0.2992800055119195
frozenset({'subject=medicare'}),frozenset({'subject=health-care'}),0.024924871840197985,0.13576100406575925,0.015555948382534912,0.6241134751773049,4.597148345153663,1.0,0.012172122755299265,2.299201857108074,0.8024754433383874,0.10718635809987818,0.5650664612554743,0.3693484042553191
"frozenset({'state=Unknown', 'subject=pundits'})",frozenset({'party=unknown'}),0.015025631960403041,0.2047021389429026,0.013611454834718048,0.9058823529411765,4.425368282027837,1.0,0.010535675833454708,8.45003977373166,0.7858378161680388,0.0660377358490566,0.8816573617666671,0.4861881540180839
frozenset({'state=Illinois'}),"frozenset({'label=false', 'party=democrat'})",0.03447056743857168,0.111896765069825,0.016086264804666784,0.4666666666666667,4.170510795155344,1.0,0.01222911981816937,1.6651935654940782,0.7873620337919129,0.12347354138398915,0.3994692144373673,0.3052132701421801
frozenset({'subject=pundits'}),"frozenset({'state=Unknown', 'party=unknown'})",0.022450061870249248,0.14901891461905603,0.013611454834718048,0.6062992125984252,4.068605748124901,1.0,0.01026597098168285,2.161491956867598,0.7715366008313568,0.08622620380739081,0.5373565944472978,0.3488198316847405
"frozenset({'party=republican', 'subject=state-budget'})",frozenset({'state=Wisconsin'}),0.03376347887572918,0.08007777974191267,0.010959872724058689,0.32460732984293195,4.053650474440323,1.0,0.008256168299327326,1.3620553803821294,0.779631859117359,0.10652920962199314,0.26581546212941315,0.2307363360031437
frozenset({'state=Illinois'}),"frozenset({'party=democrat', 'label=barely-true'})",0.03447056743857168,0.10358847445642566,0.013964999116139297,0.40512820512820513,3.910939004113066,1.0,0.010394245621530317,1.5068986851810084,0.7708795869274019,0.11253561253561253,0.33638537890164794,0.26997024590881247
frozenset({'subject=public-health'}),frozenset({'subject=health-care'}),0.022450061870249248,0.13576100406575925,0.011666961286901185,0.5196850393700788,3.8279404527559056,1.0,0.00861911834605773,1.7993172538303046,0.7557290810455367,0.07961399276236428,0.44423364035928325,0.3028112696850394
"frozenset({'party=republican', 'state=Wisconsin'})",frozenset({'subject=state-budget'}),0.04366271875552413,0.06593600848506276,0.010959872724058689,0.25101214574898784,3.806905384723925,1.0,0.008080927329713541,1.2471016535361594,0.770982648619641,0.1111111111111111,0.19814074725624983,0.2086159924455395
frozenset({'state=Illinois'}),frozenset({'party=democrat'}),0.03447056743857168,0.2481880855577161,0.03217252960933357,0.9333333333333333,3.7605887939221274,1.0,0.02361734546866632,11.27717871663426,0.7602918868023226,0.12844036697247707,0.9113253389764089,0.5314814814814814
"frozenset({'state=Illinois', 'label=barely-true'})",frozenset({'party=democrat'}),0.015025631960403041,0.2481880855577161,0.013964999116139297,0.9294117647058823,3.7447880006703533,1.0,0.010235816285592033,10.650668787932343,0.7441434114514707,0.056028368794326246,0.9061091824456092,0.49283978548684426
"frozenset({'label=false', 'state=Illinois'})",frozenset({'party=democrat'}),0.01732366978964115,0.2481880855577161,0.016086264804666784,0.9285714285714286,3.7414021164021167,1.0,0.011786736364741705,10.525366802191979,0.7456377046231337,0.06449326718639263,0.9049914346175809,0.4966931216931217
frozenset({'party=unknown'}),"frozenset({'state=Unknown', 'label=pants-fire'})",0.2047021389429026,0.07194626126922397,0.05479936362029344,0.26770293609671847,3.7208734877128657,1.0,0.04007181004953838,1.2673186668045267,0.9194616724863588,0.24701195219123506,0.2109324779998355,0.51468684888374
"frozenset({'state=Unknown', 'label=pants-fire'})",frozenset({'party=unknown'}),0.07194626126922397,0.2047021389429026,0.05479936362029344,0.7616707616707615,3.7208734877128653,1.0,0.04007181004953838,3.336971437631324,0.7879348694316436,0.24701195219123506,0.7003270724097573,0.51468684888374
frozenset({'state=Wisconsin'}),frozenset({'subject=state-budget'}),0.08007777974191267,0.06593600848506276,0.019268163337458018,0.2406181015452539,3.649267025312336,1.0,0.013988154172930277,1.2300319423147283,0.7891671191532272,0.15202231520223153,0.18701298267250213,0.26642165130881995
frozenset({'subject=state-budget'}),frozenset({'state=Wisconsin'}),0.06593600848506276,0.08007777974191267,0.019268163337458018,0.29222520107238603,3.6492670253123354,1.0,0.013988154172930277,1.2997385915010098,0.7772190931251692,0.15202231520223153,0.23061452007426747,0.26642165130881995
"frozenset({'party=unknown', 'subject=pundits'})",frozenset({'state=Unknown'}),0.015732720523245536,0.2513699840905073,0.013611454834718048,0.8651685393258427,3.44181323977939,1.0,0.009656721127089419,5.552339284662072,0.7207955478429616,0.05369595536959554,0.819895732459573,0.45965881256024904
frozenset({'subject=pundits'}),frozenset({'party=unknown'}),0.022450061870249248,0.2047021389429026,0.015732720523245536,0.7007874015748031,3.423449335672419,1.0,0.011137144839005015,2.657969167217141,0.7241542556433752,0.07441471571906354,0.6237729119156837,0.3888220254851563
"frozenset({'party=unknown', 'label=pants-fire'})",frozenset({'state=Unknown'}),0.06399151493724589,0.2513699840905073,0.05479936362029344,0.8563535911602209,3.4067456154665052,1.0,0.038713817528590475,5.211616649216081,0.754763166712358,0.21031207598371773,0.8081209599039835,0.5371782020498713
frozenset({'state=Unknown'}),"frozenset({'party=unknown', 'label=pants-fire'})",0.2513699840905073,0.06399151493724589,0.05479936362029344,0.2180028129395218,3.4067456154665052,1.0,0.038713817528590475,1.1969461023014716,0.9436767338233613,0.21031207598371773,0.1645404934464353,0.5371782020498713
frozenset({'state=Rhode Island'}),frozenset({'subject=economy'}),0.03429379529786106,0.09386600671734134,0.01060632844263744,0.30927835051546393,3.2948919564331067,1.0,0.0073873068228452856,1.3118656320659388,0.7212337543474282,0.09022556390977444,0.2377268101572336,0.2111363503989749
frozenset({'subject=education'}),frozenset({'subject=state-budget'}),0.062047021389429025,0.06593600848506276,0.013434682694007424,0.21652421652421652,3.2838538683042704,1.0,0.009343549765201162,1.1922053128063381,0.7414867974686057,0.11728395061728394,0.16121829918196307,0.21013878386532542
frozenset({'subject=state-budget'}),frozenset({'subject=education'}),0.06593600848506276,0.062047021389429025,0.013434682694007424,0.2037533512064343,3.2838538683042704,1.0,0.009343549765201162,1.1779678822280908,0.7445739870114347,0.11728395061728394,0.15108041985955503,0.21013878386532542
"frozenset({'subject=health-care', 'party=unknown'})",frozenset({'state=Unknown'}),0.02563196040304048,0.2513699840905073,0.021035884744564255,0.8206896551724137,3.2648673553518597,1.0,0.014592779265843455,4.175052011802937,0.7119577148711443,0.08218232044198895,0.7604820258111793,0.45218730297298604
"frozenset({'state=Unknown', 'subject=candidates-biography'})",frozenset({'party=unknown'}),0.016970125508219906,0.2047021389429026,0.010783100583348065,0.6354166666666666,3.10410369890616,1.0,0.007309279593685937,2.181388418899467,0.6895475221168499,0.051131601005867555,0.5415763688227013,0.3440468480138169
"frozenset({'state=Unknown', 'subject=health-care'})",frozenset({'party=unknown'}),0.03376347887572918,0.2047021389429026,0.021035884744564255,0.6230366492146597,3.0436254962066753,1.0,0.014124428400548984,2.109748492526467,0.6949069419205662,0.09674796747967478,0.526009852102096,0.3629000171807323
frozenset({'party=unknown'}),frozenset({'state=Unknown'}),0.2047021389429026,0.2513699840905073,0.14901891461905603,0.727979274611399,2.8960469454829005,1.0,0.09756294120968578,2.7521065346768023,0.8232157561308602,0.4853195164075993,0.6366419731940222,0.6604031394154042
frozenset({'state=Unknown'}),frozenset({'party=unknown'}),0.2513699840905073,0.2047021389429026,0.14901891461905603,0.5928270042194093,2.8960469454829,1.0,0.09756294120968578,1.9532185810417833,0.8745331019675892,0.4853195164075993,0.48802453053327366,0.6604031394154042
"frozenset({'party=unknown', 'subject=candidates-biography'})",frozenset({'state=Unknown'}),0.014848859819692417,0.2513699840905073,0.010783100583348065,0.7261904761904762,2.8889307481079634,1.0,0.007050542926709809,2.7341270146259733,0.6637064535391658,0.04221453287197233,0.6342525439928036,0.3845439019489652
"frozenset({'label=false', 'party=unknown'})",frozenset({'state=Unknown'}),0.07990100760120206,0.2513699840905073,0.05515290790171469,0.6902654867256637,2.7460139651245288,1.0,0.035068192892185025,2.417005479936362,0.691051503731619,0.1997439180537772,0.5862649016309515,0.4548373847130428
frozenset({'state=Unknown'}),"frozenset({'label=false', 'party=unknown'})",0.2513699840905073,0.07990100760120206,0.05515290790171469,0.21940928270042195,2.7460139651245283,1.0,0.035068192892185025,1.1787214118838654,0.849332485696122,0.1997439180537772,0.1516231147428025,0.4548373847130428
"frozenset({'state=Unknown', 'label=false'})",frozenset({'party=unknown'}),0.09881562665723882,0.2047021389429026,0.05515290790171469,0.5581395348837209,2.726593565489818,1.0,0.0349251377639946,1.7998846329186942,0.7026775205963124,0.22206405693950176,0.4444088350382773,0.4137847933485962
frozenset({'party=unknown'}),"frozenset({'state=Unknown', 'label=false'})",0.2047021389429026,0.09881562665723882,0.05515290790171469,0.2694300518134715,2.726593565489818,1.0,0.0349251377639946,1.2335360571287441,0.7962324961102466,0.22206405693950176,0.18932244078242613,0.4137847933485962
frozenset({'subject=pundits'}),frozenset({'state=Unknown'}),0.022450061870249248,0.2513699840905073,0.015025631960403041,0.6692913385826772,2.6625746148820006,1.0,0.009382360265247584,2.2637145719167995,0.6387639612807149,0.058060109289617495,0.5582481941823388,0.3645331517104666
"frozenset({'party=unknown', 'label=barely-true'})",frozenset({'state=Unknown'}),0.06080961640445466,0.2513699840905073,0.0390666430970479,0.6424418604651162,2.5557620285873157,1.0,0.023780930788910283,2.09372947538915,0.6481404358642211,0.143042071197411,0.522383377721644,0.39892838452229085
frozenset({'subject=religion'}),frozenset({'party=unknown'}),0.020505568322432385,0.2047021389429026,0.01060632844263744,0.5172413793103449,2.5268000714668575,1.0,0.006408794746795704,1.647402712189702,0.6168922577152138,0.04942339373970346,0.392983881475577,0.28452742540646775
"frozenset({'state=Unknown', 'label=barely-true'})",frozenset({'party=unknown'}),0.08060809616404455,0.2047021389429026,0.0390666430970479,0.4846491228070175,2.367582113747235,1.0,0.0225659933961528,1.5432162750724954,0.628271973454461,0.15865039483129934,0.35200268675690105,0.33774770475411325
frozenset({'state=Arizona'}),frozenset({'party=republican'}),0.01714689764893053,0.4986742089446703,0.01714689764893053,1.0,2.0053172633817797,1.0,0.008596182027994871,inf,0.5100719424460433,0.03438496986884084,1.0,0.5171924849344204
"frozenset({'state=Unknown', 'party=unknown'})",frozenset({'label=pants-fire'}),0.14901891461905603,0.18508043132402333,0.05479936362029344,0.36773428232502964,1.9868890497733456,1.0,0.027218878627160742,1.2888877981122857,0.5836799924950078,0.1962025316455696,0.22413727442791598,0.33190916599537057
frozenset({'label=pants-fire'}),"frozenset({'state=Unknown', 'party=unknown'})",0.18508043132402333,0.14901891461905603,0.05479936362029344,0.29608404966571156,1.9868890497733456,1.0,0.027218878627160742,1.2089242827596314,0.6095087817507522,0.1962025316455696,0.17281833588677406,0.33190916599537057
frozenset({'subject=message-machine-2012'}),frozenset({'state=Unknown'}),0.028813858935831712,0.2513699840905073,0.01414177125684992,0.49079754601226994,1.952490659487631,1.0,0.006898831994563781,1.470201115581293,0.5023070622497271,0.053156146179401995,0.31982094871107697,0.2735281682241378
frozenset({'subject=job-accomplishments'}),frozenset({'party=democrat'}),0.027753226091567967,0.2481880855577161,0.012550821990454304,0.45222929936305734,1.8221233237156804,1.0,0.005662801938737594,1.3724938438074252,0.4640691421254801,0.047651006711409406,0.27139928203546093,0.25139954996642894
"frozenset({'state=Unknown', 'subject=health-care'})",frozenset({'label=pants-fire'}),0.03376347887572918,0.18508043132402333,0.011136644864769313,0.3298429319371728,1.7821599483940656,1.0,0.004887685631449806,1.216012793883684,0.45421915564615906,0.05361702127659575,0.1776402312296283,0.1950074258539732
frozenset({'subject=guns'}),frozenset({'party=unknown'}),0.027753226091567967,0.2047021389429026,0.010076012020505568,0.36305732484076436,1.7735883304181381,1.0,0.004394867276995632,1.248617641859643,0.448622009569378,0.04531001589825119,0.19911431131900512,0.20614006138411275
"frozenset({'state=New York', 'label=pants-fire'})",frozenset({'party=republican'}),0.013964999116139297,0.4986742089446703,0.012197277709033056,0.8734177215189873,1.751479635105605,1.0,0.005233292821879272,3.9604737493371043,0.4351307673520715,0.024373013069586717,0.7475049543839603,0.44893856653758657
frozenset({'state=Massachusetts'}),frozenset({'party=republican'}),0.018030758352483647,0.4986742089446703,0.015732720523245536,0.8725490196078431,1.7497376121664547,1.0,0.006741246365148246,3.933479283664895,0.43635352299274877,0.03140437544107269,0.7457721452473797,0.4520490578365341
frozenset({'state=Rhode Island'}),frozenset({'party=democrat'}),0.03429379529786106,0.2481880855577161,0.014848859819692417,0.4329896907216495,1.74460304872676,1.0,0.006337548418208074,1.3259228309254825,0.44196019978557044,0.05548216644649935,0.24580829541791,0.24640937527535467
frozenset({'label=pants-fire'}),frozenset({'party=unknown'}),0.18508043132402333,0.2047021389429026,0.06399151493724589,0.34574976122254064,1.6890383413090782,1.0,0.026105154768743324,1.21558665770333,0.5005980273486655,0.1964188822571894,0.17735194470680427,0.3291788529774189
frozenset({'party=unknown'}),frozenset({'label=pants-fire'}),0.2047021389429026,0.18508043132402333,0.06399151493724589,0.3126079447322971,1.689038341309078,1.0,0.026105154768743324,1.185523694129122,0.512948856652,0.1964188822571894,0.1564909204665086,0.3291788529774189
"frozenset({'state=Texas', 'subject=health-care'})",frozenset({'party=republican'}),0.0132579105532968,0.4986742089446703,0.011136644864769313,0.8400000000000001,1.684466501240695,1.0,0.004525266807344835,3.1332861940958123,0.4117998327958916,0.02223791034239322,0.680846262341326,0.431166253101737
"frozenset({'subject=health-care', 'label=pants-fire'})",frozenset({'state=Unknown'}),0.0265158211065936,0.2513699840905073,0.011136644864769313,0.42000000000000004,1.6708438818565403,1.0,0.004471363335058142,1.2907414067405047,0.41243612026252313,0.041749502982107355,0.2252514757969304,0.23215189873417724
frozenset({'state=Virginia'}),frozenset({'party=democrat'}),0.04118790878557539,0.2481880855577161,0.01679335336750928,0.40772532188841204,1.6428077962412728,1.0,0.006571005137891488,1.269363594674291,0.40809462816332864,0.0616083009079118,0.2122036552839753,0.23769456977611486
frozenset({'party=non-party-role'}),frozenset({'state=Unknown'}),0.035000883860703554,0.2513699840905073,0.013964999116139297,0.398989898989899,1.5872615039281708,1.0,0.00516682749692055,1.245619690336803,0.38340355376442575,0.051265412070084365,0.19718674346773524,0.2272727272727273
frozenset({'state=Florida'}),"frozenset({'party=republican', 'label=barely-true'})",0.08997701962170762,0.18755524129397208,0.026162276825172352,0.2907662082514735,1.5502963619967818,1.0,0.009286615199110518,1.1455246043805214,0.3900583275583274,0.1040787623066104,0.1270375195993441,0.21512862721715992
frozenset({'label=pants-fire'}),frozenset({'state=Unknown'}),0.18508043132402333,0.2513699840905073,0.07194626126922397,0.38872970391595035,1.5464443987711192,1.0,0.02542259619184,1.2247119166519358,0.4336076364275932,0.1973811833171678,0.1834814486546709,0.33747315012956447
frozenset({'state=Unknown'}),frozenset({'label=pants-fire'}),0.2513699840905073,0.18508043132402333,0.07194626126922397,0.28621659634317864,1.546444398771119,1.0,0.02542259619184,1.1416902725687084,0.4720026455563647,0.1973811833171678,0.12410570184671618,0.33747315012956447
"frozenset({'subject=health-care', 'state=Florida'})",frozenset({'party=republican'}),0.014848859819692417,0.4986742089446703,0.011313417005479937,0.7619047619047619,1.5278607721004034,1.0,0.0039086735811645216,2.1055683224323842,0.3506975596626593,0.022527279127067937,0.52506884276983,0.3922958761668439
frozenset({'state=Texas'}),"frozenset({'party=republican', 'label=barely-true'})",0.10040657592363443,0.18755524129397208,0.028460314654410464,0.2834507042253521,1.5112918320478952,1.0,0.009628535079551682,1.1338295404054641,0.3760748124379828,0.10967302452316076,0.11803321013986443,0.21759717115131882
"frozenset({'party=republican', 'state=Florida'})",frozenset({'subject=health-care'}),0.055506452183135935,0.13576100406575925,0.011313417005479937,0.20382165605095542,1.5013269639065816,1.0,0.003777805324969348,1.0854841788934062,0.35354669661239,0.06286836935166994,0.07875211869099095,0.14357749469214437
"frozenset({'state=Texas', 'label=pants-fire'})",frozenset({'party=republican'}),0.018207530493194273,0.4986742089446703,0.013611454834718048,0.7475728155339806,1.499120672625214,1.0,0.0045318289691884325,1.986021403026883,0.339116770877664,0.027046013347383213,0.4964807536938393,0.38743405044689105
frozenset({'state=New York'}),"frozenset({'party=republican', 'label=false'})",0.07194626126922397,0.22962701078310058,0.02474809969948736,0.34398034398034394,1.4979960014602045,1.0,0.008227294787215494,1.1743138824392436,0.3582136054421768,0.08939974457215837,0.1484389182874726,0.22587777784082633
frozenset({'subject=guns'}),frozenset({'state=Unknown'}),0.027753226091567967,0.2513699840905073,0.010429556301926816,0.37579617834394907,1.4949922509787061,1.0,0.003453228300829124,1.1993358418141875,0.34055161787365185,0.03881578947368421,0.16620519029320424,0.20864351814525162
frozenset({'subject=workers'}),frozenset({'label=barely-true'}),0.023157150433091744,0.3717518119144423,0.012550821990454304,0.5419847328244275,1.4579208909119288,1.0,0.0039421093581771365,1.3716752106534678,0.32153762240471423,0.03282478039759593,0.2709644438907671,0.2878730131074111
"frozenset({'state=Texas', 'label=false'})",frozenset({'party=republican'}),0.040657592363443525,0.4986742089446703,0.02952094749867421,0.726086956521739,1.456034708629379,1.0,0.00924605478923914,1.8302370149639016,0.326476952121186,0.05790568654646324,0.4536226773778131,0.3926429110861088
"frozenset({'label=false', 'state=New York'})",frozenset({'party=republican'}),0.034117023157150435,0.4986742089446703,0.02474809969948736,0.7253886010362693,1.4546342843183893,1.0,0.007734820165048367,1.8255825976165774,0.32358162518301603,0.0487125956854558,0.45222966010654997,0.3875081962997724
frozenset({'subject=women'}),frozenset({'label=barely-true'}),0.01944493547816864,0.3717518119144423,0.010429556301926816,0.5363636363636364,1.4428003285349933,1.0,0.0032008663053582024,1.3550451115570854,0.3129894613976711,0.027390900649953576,0.2620171893385174,0.2822093978299399
frozenset({'state=Texas'}),frozenset({'party=republican'}),0.10040657592363443,0.4986742089446703,0.07159271698780273,0.7130281690140846,1.4298476966014453,1.0,0.02152254716624135,1.7469512228185728,0.3341785356457527,0.13572386058981234,0.4275741721130736,0.4282971401610657
"frozenset({'label=false', 'subject=jobs'})",frozenset({'party=democrat'}),0.028990631076542338,0.2481880855577161,0.010076012020505568,0.3475609756097561,1.400393475088597,1.0,0.002880882794508495,1.15230985017322,0.29445131123822654,0.03772336201191264,0.13217786010448862,0.19407963310402335
frozenset({'state=New York'}),frozenset({'party=republican'}),0.07194626126922397,0.4986742089446703,0.050203287961817215,0.6977886977886977,1.3992877218683668,1.0,0.014325543036860379,1.658858511866009,0.30747216633132124,0.09646739130434781,0.3971758333535482,0.3992311089085282
"frozenset({'state=Georgia', 'label=false'})",frozenset({'party=republican'}),0.015732720523245536,0.4986742089446703,0.010959872724058689,0.6966292134831461,1.396962587973824,1.0,0.003114370762581642,1.6525183482934944,0.28870330459770127,0.021769662921348316,0.3948629974168398,0.35930361773058406
"frozenset({'label=false', 'state=Ohio'})",frozenset({'party=republican'}),0.01590949266395616,0.4986742089446703,0.010959872724058689,0.6888888888888889,1.3814407814407814,1.0,0.003026219055149314,1.611404328392131,0.28058200107777975,0.021762021762021768,0.37942328788591134,0.35543345543345545
"frozenset({'state=Texas', 'label=barely-true'})",frozenset({'party=republican'}),0.04154145306699664,0.4986742089446703,0.028460314654410464,0.6851063829787234,1.3738556570402831,1.0,0.007744663407813764,1.5920481202432768,0.2839157698907831,0.05561312607944732,0.3718782822675029,0.37108917163824506
frozenset({'subject=state-budget'}),frozenset({'party=democrat'}),0.06593600848506276,0.2481880855577161,0.022450061870249248,0.3404825737265415,1.3718731620876392,1.0,0.006085530155024197,1.139942455638097,0.29020456943260586,0.07696969696969697,0.1227627367907466,0.215469207091191
frozenset({'subject=stimulus'}),frozenset({'party=republican'}),0.02121265688527488,0.4986742089446703,0.014495315538271169,0.6833333333333333,1.3703001299775495,1.0,0.003917110646392004,1.5831340770168307,0.2760894558557289,0.02868135711787339,0.36834156088387404,0.35620051991019736
frozenset({'state=Ohio'}),frozenset({'party=republican'}),0.03570797242354605,0.4986742089446703,0.02421778327735549,0.6782178217821782,1.360041906352989,1.0,0.006411138376025562,1.5579663045104089,0.27453150193688247,0.04747054747054747,0.35813759443645343,0.36339108033454887
frozenset({'subject=federal-budget'}),"frozenset({'party=republican', 'label=barely-true'})",0.06805727417359024,0.18755524129397208,0.01714689764893053,0.251948051948052,1.3433271723563902,1.0,0.004382399169492797,1.086080667020211,0.2742440123273313,0.07190511489992586,0.07925807873588554,0.17168561881097227
frozenset({'state=Georgia'}),"frozenset({'party=republican', 'label=false'})",0.03570797242354605,0.22962701078310058,0.010959872724058689,0.3069306930693069,1.3366489073849648,1.0,0.002760357755314422,1.1115381701558122,0.2611868365808226,0.043085476025017375,0.10034578492268685,0.1773298576970861
frozenset({'state=Ohio'}),"frozenset({'party=republican', 'label=false'})",0.03570797242354605,0.22962701078310058,0.010959872724058689,0.3069306930693069,1.3366489073849648,1.0,0.002760357755314422,1.1115381701558122,0.2611868365808226,0.043085476025017375,0.10034578492268685,0.1773298576970861
frozenset({'subject=history'}),frozenset({'label=pants-fire'}),0.042955630192681636,0.18508043132402333,0.01060632844263744,0.24691358024691357,1.3340879880198568,1.0,0.0026560818787806847,1.0821063125041657,0.261664203915774,0.04878048780487805,0.07587638252858787,0.1521100852523966
"frozenset({'label=false', 'subject=immigration'})",frozenset({'party=republican'}),0.023510694714512993,0.4986742089446703,0.015555948382534912,0.6616541353383458,1.3268264599819293,1.0,0.0038317712940355037,1.4816962268968632,0.25225256730959117,0.03070481507327286,0.3250978291992322,0.3464243735890595
frozenset({'subject=federal-budget'}),"frozenset({'party=republican', 'label=false'})",0.06805727417359024,0.22962701078310058,0.020682340463143007,0.3038961038961039,1.323433610269638,1.0,0.005054552032615567,1.1066925404795012,0.2622368779424924,0.07466496490108487,0.09640666813681957,0.1969826939803845
frozenset({'subject=voting-record'}),frozenset({'label=barely-true'}),0.02156620116669613,0.3717518119144423,0.01060632844263744,0.4918032786885246,1.3229344496153037,1.0,0.0025890540828067948,1.2362303055877104,0.24948509485094844,0.02771362586605081,0.19108923678699594,0.26016697457964033
